"user_id","age","year","week","all_activity_count","attestation_event_count","results_event_count","total_score","success_attempts","total_attempts","success_rate","avg_success_score","avg_score"
68291,18,2024.0,4.0,0,0,4,400,4,5,0.80,100,80
68291,18,2024.0,5.0,152,1,4,367,4,167,0.02,91,2
68336,19,2023.0,48.0,5,0,1,67,1,14,0.07,67,4
68336,19,2023.0,49.0,2,0,1,67,1,10,0.10,67,6
68336,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
68336,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
68336,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
68336,19,2024.0,2.0,0,0,1,67,1,1,1.00,67,67
68336,19,2024.0,3.0,0,0,2,134,2,2,1.00,67,67
68336,19,2024.0,4.0,139,1,22,581,8,156,0.05,72,3
69195,18,2023.0,49.0,0,0,1,67,1,1,1.00,67,67
69195,18,2023.0,51.0,0,0,1,67,1,1,1.00,67,67
69195,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
69195,18,2024.0,4.0,93,1,15,500,13,178,0.07,38,2
69195,18,2024.0,5.0,8,0,0,0,0,24,0.00,0,0
69207,18,2023.0,48.0,0,0,0,0,0,8,0.00,0,0
69207,18,2023.0,50.0,0,0,0,0,0,1,0.00,0,0
69207,18,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
69207,18,2024.0,3.0,0,0,0,0,0,23,0.00,0,0
69207,18,2024.0,4.0,1,1,2,180,2,5,0.40,90,36
69207,18,2024.0,5.0,141,0,18,830,15,162,0.09,55,5
69287,19,2023.0,48.0,0,0,1,67,1,1,1.00,67,67
69287,19,2024.0,3.0,150,0,19,631,13,175,0.07,48,3
69287,19,2024.0,4.0,170,1,26,499,8,211,0.04,62,2
69320,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
69320,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
69320,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
69320,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
69320,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
69320,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
69320,19,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
69320,19,2024.0,4.0,167,1,4,400,4,181,0.02,100,2
69320,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
69594,17,2023.0,48.0,0,0,1,67,1,2,0.50,67,33
69594,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
69594,17,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
69594,17,2023.0,51.0,0,0,2,134,2,2,1.00,67,67
69594,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
69594,17,2024.0,3.0,0,0,4,367,4,4,1.00,91,91
69594,17,2024.0,4.0,188,1,7,466,6,199,0.03,77,2
69594,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
69607,20,2023.0,48.0,12,0,1,100,1,15,0.07,100,6
69607,20,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
69607,20,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
69607,20,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
69607,20,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
69607,20,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
69607,20,2024.0,2.0,0,0,1,67,1,1,1.00,67,67
69607,20,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
69607,20,2024.0,4.0,158,0,10,799,10,176,0.06,79,4
69607,20,2024.0,5.0,12,1,2,160,2,15,0.13,80,10
69613,18,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
69613,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
69613,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
69613,18,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
69613,18,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
69613,18,2024.0,4.0,54,1,5,500,5,72,0.07,100,6
69613,18,2024.0,5.0,0,0,1,100,1,3,0.33,100,33
69655,19,2023.0,48.0,9,0,0,0,0,15,0.00,0,0
69655,19,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
69655,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
69655,19,2023.0,51.0,15,0,3,300,3,19,0.16,100,15
69655,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
69655,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
69655,19,2024.0,3.0,187,0,3,300,3,204,0.01,100,1
69655,19,2024.0,4.0,4,1,3,280,3,12,0.25,93,23
69655,19,2024.0,5.0,0,0,3,300,3,3,1.00,100,100
69680,18,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
69680,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
69680,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
69680,18,2023.0,52.0,0,0,2,167,2,2,1.00,83,83
69680,18,2024.0,3.0,16,0,5,500,5,25,0.20,100,20
69680,18,2024.0,4.0,94,1,12,393,4,106,0.04,98,3
69680,18,2024.0,5.0,0,0,1,67,1,1,1.00,67,67
70068,18,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
70068,18,2023.0,52.0,0,0,2,167,2,2,1.00,83,83
70068,18,2024.0,3.0,51,1,4,123,2,58,0.03,61,2
70068,18,2024.0,4.0,0,0,1,67,1,1,1.00,67,67
70068,18,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
70413,17,2023.0,48.0,0,0,0,0,0,2,0.00,0,0
70413,17,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
70413,17,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70413,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
70413,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
70413,17,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70413,17,2024.0,3.0,168,0,3,300,3,177,0.02,100,1
70413,17,2024.0,4.0,2,1,4,350,4,15,0.27,87,23
70413,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
70432,18,2023.0,48.0,0,0,0,0,0,8,0.00,0,0
70432,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
70432,18,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
70432,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
70432,18,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
70432,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70432,18,2024.0,3.0,129,0,10,967,10,148,0.07,96,6
70432,18,2024.0,4.0,1,1,4,400,4,8,0.50,100,50
70432,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
70438,19,2023.0,49.0,0,0,1,67,1,1,1.00,67,67
70438,19,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
70438,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
70438,19,2024.0,3.0,0,0,1,67,1,1,1.00,67,67
70438,19,2024.0,4.0,9,1,6,200,2,18,0.11,100,11
70438,19,2024.0,5.0,0,0,1,67,1,1,1.00,67,67
70451,16,2023.0,48.0,0,0,1,67,1,1,1.00,67,67
70451,16,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70451,16,2023.0,51.0,63,0,15,1301,14,80,0.18,92,16
70451,16,2023.0,52.0,0,0,2,200,2,3,0.67,100,66
70451,16,2024.0,2.0,91,0,10,99,7,104,0.07,14,0
70451,16,2024.0,3.0,2,1,2,200,2,13,0.15,100,15
70451,16,2024.0,4.0,0,0,1,67,1,1,1.00,67,67
70484,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
70484,17,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70484,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
70484,17,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
70484,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70484,17,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
70484,17,2024.0,4.0,157,1,9,699,9,169,0.05,77,4
70484,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
70488,18,2023.0,52.0,0,0,2,167,2,2,1.00,83,83
70488,18,2024.0,3.0,0,0,2,167,2,2,1.00,83,83
70488,18,2024.0,4.0,0,0,1,67,1,1,1.00,67,67
70495,19,2023.0,48.0,0,0,0,0,0,5,0.00,0,0
70495,19,2023.0,49.0,0,0,3,300,3,4,0.75,100,75
70495,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
70495,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
70495,19,2023.0,52.0,0,0,3,267,3,3,1.00,89,89
70495,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70495,19,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
70495,19,2024.0,4.0,158,1,3,300,3,167,0.02,100,1
70495,19,2024.0,5.0,0,0,3,300,3,3,1.00,100,100
70496,17,2023.0,48.0,0,0,0,0,0,5,0.00,0,0
70496,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
70496,17,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
70496,17,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
70496,17,2023.0,52.0,0,0,3,267,3,3,1.00,89,89
70496,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70496,17,2024.0,3.0,155,0,2,200,2,161,0.01,100,1
70496,17,2024.0,4.0,3,1,5,470,5,14,0.36,94,33
70496,17,2024.0,5.0,4,0,1,100,1,10,0.10,100,10
70517,18,2023.0,48.0,10,0,0,0,0,16,0.00,0,0
70517,18,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
70517,18,2023.0,51.0,81,0,9,199,4,99,0.04,49,2
70517,18,2024.0,4.0,29,1,7,393,6,41,0.15,65,9
70517,18,2024.0,5.0,64,0,8,433,5,81,0.06,86,5
70521,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
70521,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
70521,19,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
70521,19,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
70521,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
70521,19,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
70521,19,2024.0,2.0,26,0,1,100,1,29,0.03,100,3
70521,19,2024.0,3.0,30,0,2,200,2,32,0.06,100,6
70521,19,2024.0,4.0,2,1,5,467,5,8,0.63,93,58
70521,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
70527,19,2023.0,48.0,0,0,0,0,0,7,0.00,0,0
70527,19,2023.0,49.0,0,0,3,267,3,3,1.00,89,89
70527,19,2023.0,50.0,0,0,0,0,0,2,0.00,0,0
70527,19,2023.0,51.0,33,0,4,234,4,55,0.07,58,4
70527,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
70527,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70527,19,2024.0,2.0,4,0,0,0,0,9,0.00,0,0
70527,19,2024.0,3.0,43,0,4,400,4,64,0.06,100,6
70527,19,2024.0,4.0,2,1,4,400,4,14,0.29,100,28
70527,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
70556,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
70556,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70556,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
70556,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
70556,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70556,19,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
70556,19,2024.0,4.0,0,0,4,400,4,4,1.00,100,100
70556,19,2024.0,5.0,167,1,7,523,7,179,0.04,74,2
70567,20,2023.0,48.0,0,0,1,100,1,2,0.50,100,50
70567,20,2023.0,49.0,1,0,1,100,1,3,0.33,100,33
70567,20,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
70567,20,2023.0,51.0,14,0,1,100,1,18,0.06,100,5
70567,20,2023.0,52.0,1,0,2,200,2,5,0.40,100,40
70567,20,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70567,20,2024.0,2.0,66,0,0,0,0,70,0.00,0,0
70567,20,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
70567,20,2024.0,4.0,3,1,4,390,4,11,0.36,97,35
70567,20,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
70583,19,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
70583,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70583,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
70583,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
70583,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70583,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70583,19,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
70583,19,2024.0,4.0,0,0,4,400,4,4,1.00,100,100
70583,19,2024.0,5.0,173,1,19,200,2,202,0.01,100,0
70603,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
70603,19,2023.0,49.0,2,0,1,100,1,6,0.17,100,16
70603,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
70603,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
70603,19,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
70603,19,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70603,19,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
70603,19,2024.0,4.0,171,1,4,400,4,192,0.02,100,2
70603,19,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
70788,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
70788,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
70788,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
70788,19,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
70788,19,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
70788,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
70788,19,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
70788,19,2024.0,4.0,64,1,6,503,6,80,0.08,83,6
70788,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
70981,17,2023.0,48.0,0,0,1,67,1,1,1.00,67,67
70981,17,2023.0,50.0,0,0,1,67,1,1,1.00,67,67
70981,17,2023.0,51.0,0,0,3,234,3,3,1.00,78,78
70981,17,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
70981,17,2024.0,3.0,117,0,16,598,10,142,0.07,59,4
70981,17,2024.0,4.0,76,1,9,557,9,89,0.10,61,6
70987,18,2023.0,48.0,0,0,0,0,0,44,0.00,0,0
70987,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
70987,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
70987,18,2023.0,52.0,0,0,1,67,1,1,1.00,67,67
70987,18,2024.0,3.0,158,0,37,1132,19,202,0.09,59,5
70987,18,2024.0,4.0,1,1,4,324,4,8,0.50,81,40
70987,18,2024.0,5.0,0,0,0,0,0,2,0.00,0,0
71002,17,2023.0,48.0,0,0,1,100,1,7,0.14,100,14
71002,17,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
71002,17,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
71002,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
71002,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
71002,17,2024.0,2.0,0,0,1,67,1,1,1.00,67,67
71002,17,2024.0,3.0,62,0,3,134,2,84,0.02,67,1
71002,17,2024.0,4.0,60,1,5,366,5,67,0.07,73,5
71002,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
71192,19,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
71192,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
71192,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
71192,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
71192,19,2024.0,2.0,12,0,1,100,1,15,0.07,100,6
71192,19,2024.0,3.0,55,0,2,167,2,60,0.03,83,2
71192,19,2024.0,4.0,185,1,8,790,8,197,0.04,98,4
71192,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
71353,17,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
71353,17,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
71353,17,2023.0,51.0,0,0,3,300,3,3,1.00,100,100
71353,17,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
71353,17,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
71353,17,2024.0,3.0,0,0,3,267,3,3,1.00,89,89
71353,17,2024.0,4.0,0,0,3,267,3,3,1.00,89,89
71353,17,2024.0,5.0,75,1,4,357,4,83,0.05,89,4
72197,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
72197,18,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
72197,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72197,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
72197,18,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
72197,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72197,18,2024.0,3.0,4,0,3,300,3,12,0.25,100,25
72197,18,2024.0,4.0,55,1,3,280,3,64,0.05,93,4
72197,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
72208,17,2023.0,48.0,0,0,0,0,0,4,0.00,0,0
72208,17,2023.0,49.0,0,0,3,267,3,3,1.00,89,89
72208,17,2023.0,50.0,0,0,2,167,2,2,1.00,83,83
72208,17,2023.0,51.0,0,0,1,100,1,5,0.20,100,20
72208,17,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
72208,17,2024.0,2.0,0,0,1,67,1,4,0.25,67,16
72208,17,2024.0,3.0,118,0,8,667,8,129,0.06,83,5
72208,17,2024.0,4.0,41,1,5,424,5,53,0.09,84,8
72208,17,2024.0,5.0,0,0,2,167,2,2,1.00,83,83
72234,19,2023.0,48.0,0,0,1,100,1,5,0.20,100,20
72234,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
72234,19,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
72234,19,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
72234,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
72234,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72234,19,2024.0,3.0,159,0,3,300,3,165,0.02,100,1
72234,19,2024.0,4.0,2,1,4,400,4,10,0.40,100,40
72234,19,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
72239,17,2023.0,48.0,0,0,1,100,1,2,0.50,100,50
72239,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
72239,17,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
72239,17,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
72239,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
72239,17,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
72239,17,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
72239,17,2024.0,4.0,157,1,4,400,4,169,0.02,100,2
72239,17,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
72250,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
72250,19,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
72250,19,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
72250,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72250,19,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
72250,19,2024.0,3.0,304,0,8,295,3,325,0.01,98,0
72250,19,2024.0,4.0,4,1,5,480,5,15,0.33,96,32
72250,19,2024.0,5.0,5,0,1,100,1,7,0.14,100,14
72286,19,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
72286,19,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
72286,19,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
72286,19,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72286,19,2023.0,52.0,3,0,3,234,3,8,0.38,78,29
72286,19,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72286,19,2024.0,3.0,0,0,3,300,3,3,1.00,100,100
72286,19,2024.0,4.0,84,0,18,333,5,114,0.04,66,2
72286,19,2024.0,5.0,92,1,15,660,7,114,0.06,94,5
72524,16,2023.0,48.0,0,0,0,0,0,1,0.00,0,0
72524,16,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
72524,16,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
72524,16,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72524,16,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
72524,16,2024.0,1.0,0,0,1,67,1,1,1.00,67,67
72524,16,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72524,16,2024.0,3.0,59,0,3,300,3,66,0.05,100,4
72524,16,2024.0,4.0,1,1,4,400,4,10,0.40,100,40
72524,16,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
72549,20,2023.0,48.0,0,0,0,0,0,6,0.00,0,0
72549,20,2024.0,4.0,3,1,1,90,1,11,0.09,90,8
72589,18,2023.0,48.0,0,0,0,0,0,2,0.00,0,0
72589,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
72589,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72589,18,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
72589,18,2024.0,4.0,18,0,3,234,3,24,0.13,78,9
72589,18,2024.0,5.0,135,1,9,733,8,152,0.05,91,4
72610,17,2023.0,48.0,0,0,0,0,0,4,0.00,0,0
72610,17,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
72610,17,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
72610,17,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
72610,17,2024.0,2.0,0,0,0,0,0,6,0.00,0,0
72610,17,2024.0,4.0,0,0,1,67,1,1,1.00,67,67
72610,17,2024.0,5.0,106,1,22,747,13,150,0.09,57,4
72617,17,2023.0,48.0,0,0,1,100,1,4,0.25,100,25
72617,17,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
72617,17,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
72617,17,2023.0,51.0,0,0,2,167,2,2,1.00,83,83
72617,17,2023.0,52.0,0,0,3,267,3,3,1.00,89,89
72617,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72617,17,2024.0,3.0,128,0,19,200,2,150,0.01,100,1
72617,17,2024.0,4.0,2,1,4,390,4,9,0.44,97,43
72617,17,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
72632,17,2023.0,48.0,0,0,0,0,0,4,0.00,0,0
72632,17,2023.0,49.0,0,0,1,100,1,1,1.00,100,100
72632,17,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
72632,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72632,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
72632,17,2024.0,3.0,230,0,4,333,4,247,0.02,83,1
72632,17,2024.0,4.0,28,1,5,490,5,35,0.14,98,14
72632,17,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
72707,17,2023.0,50.0,0,0,3,300,3,3,1.00,100,100
72707,17,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72707,17,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
72707,17,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72707,17,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
72707,17,2024.0,4.0,0,0,4,400,4,4,1.00,100,100
72707,17,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
72792,18,2023.0,48.0,0,0,1,100,1,4,0.25,100,25
72792,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
72792,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
72792,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
72792,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
72792,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
72792,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
72792,18,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
72792,18,2024.0,4.0,0,0,3,300,3,3,1.00,100,100
72792,18,2024.0,5.0,5,1,3,290,3,19,0.16,96,15
73391,18,2023.0,48.0,0,0,1,100,1,1,1.00,100,100
73391,18,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
73391,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
73391,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
73391,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
73391,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
73391,18,2024.0,3.0,0,0,4,367,4,4,1.00,91,91
73391,18,2024.0,4.0,156,0,2,200,2,164,0.01,100,1
73391,18,2024.0,5.0,3,1,3,290,3,16,0.19,96,18
73397,18,2023.0,49.0,0,0,3,300,3,3,1.00,100,100
73397,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
73397,18,2023.0,51.0,0,0,1,100,1,1,1.00,100,100
73397,18,2023.0,52.0,0,0,1,100,1,1,1.00,100,100
73397,18,2024.0,1.0,0,0,1,100,1,1,1.00,100,100
73397,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
73397,18,2024.0,3.0,0,0,2,200,2,2,1.00,100,100
73397,18,2024.0,4.0,119,0,8,233,3,131,0.02,77,1
73397,18,2024.0,5.0,366,1,29,600,7,424,0.02,85,1
73437,18,2023.0,48.0,1,0,1,100,1,7,0.14,100,14
73437,18,2023.0,49.0,0,0,2,200,2,2,1.00,100,100
73437,18,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
73437,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
73437,18,2023.0,52.0,0,0,2,200,2,2,1.00,100,100
73437,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
73437,18,2024.0,3.0,153,0,19,300,3,178,0.02,100,1
73437,18,2024.0,4.0,1,1,3,300,3,10,0.30,100,30
73437,18,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
73566,18,2023.0,48.0,1,0,1,100,1,3,0.33,100,33
73566,18,2023.0,49.0,0,0,2,167,2,2,1.00,83,83
73566,18,2023.0,50.0,0,0,1,100,1,1,1.00,100,100
73566,18,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
73566,18,2023.0,52.0,0,0,3,267,3,3,1.00,89,89
73566,18,2024.0,3.0,154,0,10,733,8,177,0.05,91,4
73566,18,2024.0,4.0,10,1,4,400,4,21,0.19,100,19
73566,18,2024.0,5.0,0,0,1,100,1,1,1.00,100,100
73569,20,2023.0,48.0,8,0,1,100,1,15,0.07,100,6
73569,20,2023.0,49.0,3,0,1,100,1,7,0.14,100,14
73569,20,2023.0,50.0,0,0,2,200,2,2,1.00,100,100
73569,20,2023.0,51.0,0,0,2,200,2,2,1.00,100,100
73569,20,2023.0,52.0,0,0,3,300,3,3,1.00,100,100
73569,20,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
73569,20,2024.0,3.0,140,0,4,300,3,158,0.02,100,1
73569,20,2024.0,4.0,69,1,5,500,5,81,0.06,100,6
73569,20,2024.0,5.0,0,0,2,200,2,2,1.00,100,100
73571,18,2023.0,50.0,0,0,2,134,2,2,1.00,67,67
73571,18,2023.0,51.0,0,0,2,134,2,2,1.00,67,67
73571,18,2023.0,52.0,0,0,1,67,1,1,1.00,67,67
73571,18,2024.0,2.0,0,0,1,100,1,1,1.00,100,100
73571,18,2024.0,3.0,135,0,36,699,10,184,0.05,69,3
73571,18,2024.0,4.0,2,1,4,400,4,8,0.50,100,50
